DepartamentoDelPredio,MunicipioDelPredio,CodigoDANE,GrupoEtarioDelSolicitante,NumeroDeSolicitantes
Arauca,Tame,81794,Mayor Mayor Entre 80-89 Años,33
Cesar,Pailitas,20517,Mayor Mayor Entre 80-89 Años,23
Cundinamarca,Gachetá,25297,Mayor Adulto Entre 70-79 Años,2
Cesar,Gamarra,20295,Mayor Joven Entre 60-69 Años,12
Sucre,Ovejas,70508,Mayor Adulto Entre 70-79 Años,231
Antioquia,Segovia,05736,Mayor Adulto Entre 70-79 Años,20
Chocó,San José Del Palmar,27660,Mayor Joven Entre 60-69 Años,42
Cundinamarca,Soacha,25754,Mayor Adulto Entre 70-79 Años,6
Putumayo,Valle Del Guamuez,86865,Mayor Joven Entre 60-69 Años,439
Cundinamarca,Chaguaní,25168,Mayor Adulto Entre 70-79 Años,5
Cundinamarca,Silvania,25743,Adulto,22
Nariño,Linares,52411,Mayor Joven Entre 60-69 Años,9
Nariño,Aldana,52022,Mayor Joven Entre 60-69 Años,2
Norte Santander,El Carmen,54245,Mayor Adulto Entre 70-79 Años,32
Caldas,Samaná,17662,Mayor Adulto Entre 70-79 Años,199
Meta,Puerto Lleras,50577,Mayor Mayor Entre 80-89 Años,56
Magdalena,Santa Bárbara De Pinto,47720,Mayor Adulto Entre 70-79 Años,1
Córdoba,La Apartada,23350,Mayor Joven Entre 60-69 Años,4
Bolívar,San Martín De Loba,13667,Mayor Mayor Entre 80-89 Años,13
Cesar,San Diego,20750,Mayor Adulto Entre 70-79 Años,55
Cesar,Manaure,20443,Mayor Adulto Entre 70-79 Años,17
Sucre,San Benito Abad,70678,Centenario,1
Tolima,Líbano,73411,Adulto,152
Tolima,Venadillo,73861,Mayor Joven Entre 60-69 Años,48
Casanare,Yopal,85001,Adulto,55
Boyacá,San Pablo De Borbur,15681,Adulto,11
Cauca,Villa Rica,19845,Mayor Joven Entre 60-69 Años,2
Cundinamarca,Caqueza,25151,Mayor Adulto Entre 70-79 Años,2
Vichada,Santa Rosalía,99624,Mayor Joven Entre 60-69 Años,22
Meta,San Martín,50689,Mayor Adulto Entre 70-79 Años,32
Amazonas,Miriti - Paraná,91460,Mayor Joven Entre 60-69 Años,1
Guainía,San Felipe,94883,Mayor Joven Entre 60-69 Años,3
Cundinamarca,Beltrán,25086,Mayor Joven Entre 60-69 Años,4
Boyacá,Santa María,15690,Mayor Mayor Entre 80-89 Años,1
Putumayo,Sibundoy,86749,Adulto,5
Atlántico,Puerto Colombia,08573,Mayor Joven Entre 60-69 Años,3
Meta,Granada,50313,Mayor Adulto Entre 70-79 Años,21
Atlántico,Repelón,08606,Adulto,14
Guaviare,Miraflores,95200,Adulto,339
Antioquia,San Carlos,05649,Nonagenario,62
Antioquia,Yondó,05893,Adulto,83
Tolima,Cunday,73226,Mayor Joven Entre 60-69 Años,29
Atlántico,Luruaco,08421,Adulto,3
Boyacá,Almeida,15022,Mayor Adulto Entre 70-79 Años,1
Vichada,Cumaribo,99773,Mayor Joven Entre 60-69 Años,230
Huila,Tello,41799,Mayor Joven Entre 60-69 Años,31
Magdalena,Sitionuevo,47745,Nonagenario,11
Boyacá,Paipa,15516,Mayor Joven Entre 60-69 Años,1
Antioquia,Briceño,05107,Adulto,51
Santander,Charalá,68167,Mayor Adulto Entre 70-79 Años,2
Nariño,Francisco Pizarro,52520,Mayor Joven Entre 60-69 Años,6
Norte Santander,Santiago,54680,Mayor Mayor Entre 80-89 Años,1
Putumayo,Orito,86320,Mayor Adulto Entre 70-79 Años,109
Valle Del Cauca,Jamundí,76364,Nonagenario,8
Putumayo,Villa Garzón,86885,Nonagenario,8
Santander,Concepción,68207,Adulto,12
Boyacá,Chita,15183,Nonagenario,1
Quindío,Armenia,63001,Mayor Adulto Entre 70-79 Años,5
Cesar,Becerril,20045,Mayor Adulto Entre 70-79 Años,73
Cundinamarca,Guasca,25322,Mayor Adulto Entre 70-79 Años,1
Putumayo,Colón,86219,Mayor Joven Entre 60-69 Años,1
Bolívar,Calamar,13140,Mayor Mayor Entre 80-89 Años,29
Valle Del Cauca,Obando,76497,Adulto,12
Cauca,Piendamó,19548,Mayor Adulto Entre 70-79 Años,6
Meta,Granada,50313,Mayor Mayor Entre 80-89 Años,9
Bolívar,Zambrano,13894,Mayor Adulto Entre 70-79 Años,80
Magdalena,Fundación,47288,Mayor Mayor Entre 80-89 Años,53
Chocó,Riosucio,27615,Adulto,383
Chocó,Bajo Baudó,27077,Adulto,11
Santander,Sabana De Torres,68655,Mayor Mayor Entre 80-89 Años,69
Tolima,Guamo,73319,Mayor Mayor Entre 80-89 Años,1
Valle Del Cauca,El Cerrito,76248,Mayor Adulto Entre 70-79 Años,3
Santander,San Andrés,68669,Mayor Joven Entre 60-69 Años,5
Chocó,Unguía,27800,Mayor Joven Entre 60-69 Años,46
La Guajira,Fonseca,44279,Mayor Mayor Entre 80-89 Años,5
Cundinamarca,Gachalá,25293,Nonagenario,1
Nariño,Magüi,52427,Mayor Adulto Entre 70-79 Años,25
Vichada,La Primavera,99524,Adulto,54
Bolívar,Hatillo De Loba,13300,Mayor Mayor Entre 80-89 Años,3
Quindío,Génova,63302,Mayor Joven Entre 60-69 Años,8
Santander,Cerrito,68162,Mayor Joven Entre 60-69 Años,1
Tolima,Flandes,73275,Mayor Adulto Entre 70-79 Años,1
Santander,Vélez,68861,Mayor Mayor Entre 80-89 Años,4
Antioquia,Tarazá,05790,Centenario,6
Tolima,Líbano,73411,Nonagenario,9
Antioquia,Anza,05044,Adulto Joven,3
Tolima,Alvarado,73026,Mayor Adulto Entre 70-79 Años,14
Norte Santander,El Carmen,54245,Mayor Mayor Entre 80-89 Años,11
Antioquia,Anza,05044,Mayor Mayor Entre 80-89 Años,1
Casanare,Yopal,85001,Mayor Mayor Entre 80-89 Años,11
Antioquia,Caucasia,05154,Nonagenario,8
Cauca,Paez,19517,Mayor Mayor Entre 80-89 Años,9
Antioquia,Montebello,05467,Adulto Joven,7
Antioquia,MEDELLÍN,05001,Mayor Adulto Entre 70-79 Años,177
Córdoba,Ure,23682,Mayor Mayor Entre 80-89 Años,12
Nariño,Cumbitara,52233,Adulto,127
Valle Del Cauca,El Aguila,76243,Adulto Joven,1
Cauca,Balboa,19075,Mayor Joven Entre 60-69 Años,31
Magdalena,Santa Ana,47707,Adulto,27
Cundinamarca,Pandi,25524,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,Fusagasugá,25290,Mayor Joven Entre 60-69 Años,7
Córdoba,Cereté,23162,Mayor Adulto Entre 70-79 Años,0
La Guajira,Urumita,44855,Mayor Adulto Entre 70-79 Años,4
Tolima,San Antonio,73675,Mayor Joven Entre 60-69 Años,71
Sucre,Morroa,70473,Mayor Joven Entre 60-69 Años,134
Antioquia,Guatapé,05321,Mayor Adulto Entre 70-79 Años,2
Antioquia,La Unión,05400,Mayor Joven Entre 60-69 Años,11
Chocó,Nóvita,27491,Mayor Mayor Entre 80-89 Años,2
Córdoba,Ure,23682,Mayor Adulto Entre 70-79 Años,37
Cundinamarca,Ubalá,25839,Mayor Mayor Entre 80-89 Años,1
Caldas,La Merced,17388,Mayor Adulto Entre 70-79 Años,1
Cauca,Puracé,19585,Mayor Mayor Entre 80-89 Años,13
Huila,Acevedo,41006,Adulto,55
Meta,Puerto Concordia,50450,Mayor Joven Entre 60-69 Años,71
Cesar,Bosconia,20060,Nonagenario,4
Antioquia,Guatapé,05321,Mayor Joven Entre 60-69 Años,7
Boyacá,Socotá,15755,Adulto,12
Norte Santander,Gramalote,54313,Mayor Joven Entre 60-69 Años,1
Boyacá,Berbeo,15090,Mayor Adulto Entre 70-79 Años,7
Magdalena,Remolino,47605,Nonagenario,30
Nariño,Pasto,52001,Mayor Mayor Entre 80-89 Años,41
Córdoba,Purísima,23586,Mayor Mayor Entre 80-89 Años,2
Norte Santander,Hacarí,54344,Mayor Mayor Entre 80-89 Años,6
Quindío,Córdoba,63212,Mayor Joven Entre 60-69 Años,7
Nariño,San Pablo,52693,Mayor Joven Entre 60-69 Años,18
Antioquia,Entrerrios,05264,Mayor Mayor Entre 80-89 Años,1
Magdalena,El Piñon,47258,NoReporta,4
Antioquia,Frontino,05284,Nonagenario,7
Guaviare,El Retorno,95025,Mayor Adulto Entre 70-79 Años,28
Cundinamarca,Anolaima,25040,Mayor Joven Entre 60-69 Años,3
Boyacá,Chiscas,15180,Mayor Joven Entre 60-69 Años,7
La Guajira,Fonseca,44279,Adulto,19
Cesar,Pelaya,20550,Nonagenario,11
Sucre,Coloso,70204,Centenario,2
Sucre,Palmito,70523,Mayor Joven Entre 60-69 Años,4
Sucre,Corozal,70215,Mayor Mayor Entre 80-89 Años,4
Cundinamarca,Paratebueno,25530,Nonagenario,3
Cundinamarca,Sasaima,25718,Mayor Joven Entre 60-69 Años,7
Caquetá,El Doncello,18247,Mayor Adulto Entre 70-79 Años,43
Santander,San Vicente De Chucurí,68689,Mayor Joven Entre 60-69 Años,104
Córdoba,Tuchín,23815,Mayor Adulto Entre 70-79 Años,0
Risaralda,Marsella,66440,Mayor Adulto Entre 70-79 Años,1
Huila,Saladoblanco,41660,Mayor Adulto Entre 70-79 Años,1
Tolima,Honda,73349,Mayor Joven Entre 60-69 Años,5
Antioquia,Granada,05313,Mayor Joven Entre 60-69 Años,298
Meta,Uribe,50370,Adulto,212
Antioquia,Vigía Del Fuerte,05873,Mayor Joven Entre 60-69 Años,13
Cauca,La Vega,19397,Adulto,177
Tolima,Villahermosa,73870,Mayor Mayor Entre 80-89 Años,12
Meta,Puerto Rico,50590,Mayor Mayor Entre 80-89 Años,46
Putumayo,Villa Garzón,86885,Mayor Joven Entre 60-69 Años,133
Norte Santander,Tibú,54810,Nonagenario,49
Risaralda,Balboa,66075,Mayor Adulto Entre 70-79 Años,1
Valle Del Cauca,Argelia,76054,Mayor Joven Entre 60-69 Años,2
Norte Santander,Tibú,54810,Adulto Joven,16
Casanare,Tauramena,85410,Nonagenario,7
Santander,Bolívar,68101,Mayor Joven Entre 60-69 Años,22
Meta,Villavicencio,50001,Nonagenario,1
Risaralda,Quinchía,66594,Mayor Adulto Entre 70-79 Años,57
Vichada,Cumaribo,99773,Adulto,410
Norte Santander,Bochalema,54099,Mayor Adulto Entre 70-79 Años,1
Nariño,Cuaspud,52224,Mayor Joven Entre 60-69 Años,1
Caquetá,Cartagena Del Chairá,18150,Mayor Joven Entre 60-69 Años,303
Tolima,Cunday,73226,Mayor Mayor Entre 80-89 Años,17
La Guajira,El Molino,44110,Mayor Mayor Entre 80-89 Años,7
Magdalena,Pivijay,47551,Adulto,306
Tolima,Ortega,73504,Mayor Joven Entre 60-69 Años,75
Sucre,San Benito Abad,70678,Mayor Mayor Entre 80-89 Años,8
Quindío,Salento,63690,Mayor Adulto Entre 70-79 Años,1
Nariño,Santacruz,52699,Adulto,47
Cauca,Piamonte,19533,Mayor Adulto Entre 70-79 Años,77
Chocó,Cértegui,27160,Mayor Adulto Entre 70-79 Años,4
Santander,Tona,68820,Mayor Adulto Entre 70-79 Años,1
Meta,Villavicencio,50001,Adulto,93
Caquetá,San Vicente Del Caguán,18753,NoReporta,5
Caquetá,Florencia,18001,Mayor Mayor Entre 80-89 Años,50
Córdoba,Ayapel,23068,Mayor Joven Entre 60-69 Años,31
Valle Del Cauca,Tuluá,76834,Adulto,169
La Guajira,Barrancas,44078,Mayor Mayor Entre 80-89 Años,14
Cauca,Toribio,19821,Mayor Mayor Entre 80-89 Años,5
Santander,San Vicente De Chucurí,68689,Mayor Adulto Entre 70-79 Años,78
Cesar,Aguachica,20011,Mayor Mayor Entre 80-89 Años,16
Antioquia,El Bagre,05250,Adulto Joven,36
Cauca,El Tambo,19256,Mayor Joven Entre 60-69 Años,194
Antioquia,Itaguí,05360,Adulto,8
Meta,Mesetas,50330,Mayor Joven Entre 60-69 Años,135
Chocó,San José Del Palmar,27660,Mayor Mayor Entre 80-89 Años,20
Cesar,La Gloria,20383,Mayor Joven Entre 60-69 Años,133
Putumayo,Puerto Caicedo,86569,Mayor Adulto Entre 70-79 Años,121
Santander,Albania,68020,Mayor Mayor Entre 80-89 Años,1
Córdoba,San Bernardo Del Viento,23675,Mayor Mayor Entre 80-89 Años,1
Antioquia,Ciudad Bolívar,05101,Adulto,6
Antioquia,Granada,05313,Nonagenario,24
Bolívar,Córdoba,13212,Mayor Joven Entre 60-69 Años,63
Meta,Mesetas,50330,Mayor Mayor Entre 80-89 Años,59
Nariño,El Tablón De Gómez,52258,Mayor Adulto Entre 70-79 Años,155
Meta,Fuente De Oro,50287,Mayor Adulto Entre 70-79 Años,9
Antioquia,Yolombó,05890,NoReporta,6
Santander,Macaravita,68425,Mayor Joven Entre 60-69 Años,5
Santander,Rionegro,68615,Mayor Mayor Entre 80-89 Años,24
Magdalena,Remolino,47605,Mayor Mayor Entre 80-89 Años,108
Risaralda,La Celia,66383,Mayor Mayor Entre 80-89 Años,1
Putumayo,Valle Del Guamuez,86865,Adulto,1230
Cauca,Puracé,19585,Mayor Joven Entre 60-69 Años,27
Cauca,Caloto,19142,NoReporta,6
Nariño,Albán,52019,Mayor Joven Entre 60-69 Años,29
Norte Santander,Ocaña,54498,Mayor Adulto Entre 70-79 Años,34
Huila,Colombia,41206,Mayor Joven Entre 60-69 Años,22
Nariño,Policarpa,52540,Adulto,305
Boyacá,Macanal,15425,Mayor Joven Entre 60-69 Años,2
Meta,Uribe,50370,Mayor Joven Entre 60-69 Años,115
Cundinamarca,Vianí,25867,Mayor Adulto Entre 70-79 Años,0
Cundinamarca,Gachalá,25293,Mayor Adulto Entre 70-79 Años,8
Norte Santander,Bucarasica,54109,Mayor Mayor Entre 80-89 Años,2
Sucre,Majagual,70429,Mayor Mayor Entre 80-89 Años,9
Valle Del Cauca,Versalles,76863,Mayor Mayor Entre 80-89 Años,2
Quindío,Pijao,63548,Mayor Adulto Entre 70-79 Años,3
Arauca,Cravo Norte,81220,Mayor Mayor Entre 80-89 Años,10
Cundinamarca,Villagómez,25871,Mayor Adulto Entre 70-79 Años,3
Meta,Cabuyaro,50124,Adulto,18
Cundinamarca,San Francisco,25658,Mayor Adulto Entre 70-79 Años,1
Santander,Oiba,68500,Mayor Adulto Entre 70-79 Años,0
Amazonas,Puerto Santander,91669,Mayor Mayor Entre 80-89 Años,2
Cundinamarca,Nariño,25483,Mayor Mayor Entre 80-89 Años,1
Tolima,Saldaña,73671,Mayor Adulto Entre 70-79 Años,1
Huila,Pitalito,41551,Mayor Mayor Entre 80-89 Años,1
Magdalena,Concordia,47205,Mayor Adulto Entre 70-79 Años,2
Putumayo,Puerto Asís,86568,Adolescencia,0
La Guajira,Maicao,44430,NoReporta,1
Arauca,Arauca,81001,Mayor Mayor Entre 80-89 Años,10
Antioquia,Vegachí,05858,Mayor Adulto Entre 70-79 Años,10
Chocó,Bahía Solano,27075,Mayor Adulto Entre 70-79 Años,9
Antioquia,Sopetrán,05761,Mayor Adulto Entre 70-79 Años,2
Cundinamarca,Cachipay,25123,Mayor Adulto Entre 70-79 Años,1
Risaralda,Santa Rosa De Cabal,66682,Mayor Adulto Entre 70-79 Años,3
Antioquia,Briceño,05107,NoReporta,5
Santander,Puente Nacional,68572,Mayor Adulto Entre 70-79 Años,2
Boyacá,Guayatá,15325,Mayor Adulto Entre 70-79 Años,1
Nariño,Cumbal,52227,NoReporta,6
Valle Del Cauca,Andalucía,76036,Mayor Adulto Entre 70-79 Años,4
Boyacá,Quípama,15580,Nonagenario,3
Nariño,La Florida,52381,Mayor Joven Entre 60-69 Años,5
Casanare,Recetor,85279,Mayor Mayor Entre 80-89 Años,1
Boyacá,Quípama,15580,Mayor Joven Entre 60-69 Años,6
Guainía,Mapiripana,94663,Mayor Joven Entre 60-69 Años,1
San Andrés,San Andrés,88001,Mayor Mayor Entre 80-89 Años,0
La Guajira,Maicao,44430,Mayor Joven Entre 60-69 Años,13
Cundinamarca,Albán,25019,Mayor Joven Entre 60-69 Años,5
Quindío,La Tebaida,63401,Mayor Adulto Entre 70-79 Años,0
Casanare,Villanueva,85440,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,Mosquera,25473,Mayor Joven Entre 60-69 Años,1
Córdoba,Ciénaga De Oro,23189,Mayor Adulto Entre 70-79 Años,2
Vichada,Santa Rosalía,99624,Mayor Mayor Entre 80-89 Años,6
Casanare,Támara,85400,Mayor Joven Entre 60-69 Años,11
Córdoba,Moñitos,23500,Mayor Mayor Entre 80-89 Años,4
Valle Del Cauca,Trujillo,76828,Mayor Mayor Entre 80-89 Años,18
Bolívar,El Peñón,13268,Mayor Adulto Entre 70-79 Años,2
Cundinamarca,Albán,25019,Mayor Mayor Entre 80-89 Años,2
Antioquia,Girardota,05308,Mayor Adulto Entre 70-79 Años,15
Sucre,Caimito,70124,Mayor Adulto Entre 70-79 Años,1
Santander,Oiba,68500,Mayor Joven Entre 60-69 Años,3
Santander,San Benito,68673,Mayor Joven Entre 60-69 Años,2
Cauca,Sucre,19785,Mayor Adulto Entre 70-79 Años,7
Atlántico,Manatí,08436,Mayor Joven Entre 60-69 Años,9
Guainía,Inírida,94001,Mayor Joven Entre 60-69 Años,7
Antioquia,Peque,05543,Mayor Adulto Entre 70-79 Años,4
Cundinamarca,Villagómez,25871,Mayor Mayor Entre 80-89 Años,1
Antioquia,Belmira,05086,Mayor Mayor Entre 80-89 Años,1
Antioquia,Buriticá,05113,Mayor Mayor Entre 80-89 Años,5
Sucre,Corozal,70215,Centenario,4
Boyacá,Socotá,15755,Mayor Adulto Entre 70-79 Años,16
Cesar,Curumaní,20228,NoReporta,6
Antioquia,Ituango,05361,Centenario,5
Huila,Palestina,41530,Adulto,9
Nariño,Mallama,52435,Mayor Joven Entre 60-69 Años,18
Chocó,Cértegui,27160,Mayor Joven Entre 60-69 Años,3
Huila,Nátaga,41483,Mayor Mayor Entre 80-89 Años,1
Santander,Vélez,68861,Mayor Adulto Entre 70-79 Años,4
Nariño,La Florida,52381,Adulto,13
Cundinamarca,Tenjo,25799,Mayor Joven Entre 60-69 Años,0
Norte Santander,Labateca,54377,Mayor Adulto Entre 70-79 Años,2
Cundinamarca,Pandi,25524,Mayor Adulto Entre 70-79 Años,5
Santander,Chipatá,68179,Mayor Mayor Entre 80-89 Años,1
Sucre,Corozal,70215,Mayor Adulto Entre 70-79 Años,10
Cundinamarca,Zipaquirá,25899,Mayor Mayor Entre 80-89 Años,1
Santander,El Playón,68255,Adulto,37
Quindío,Buenavista,63111,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,Ubalá,25839,Adulto,4
Antioquia,Uramita,05842,Mayor Adulto Entre 70-79 Años,10
Cundinamarca,Silvania,25743,Mayor Mayor Entre 80-89 Años,2
Antioquia,Arboletes,05051,NoReporta,27
Santander,Cabrera,68121,Mayor Adulto Entre 70-79 Años,1
Meta,Castilla La Nueva,50150,Mayor Adulto Entre 70-79 Años,1
Meta,Restrepo,50606,Nonagenario,2
Antioquia,Puerto Triunfo,05591,Adolescencia,1
Nariño,El Charco,52250,Mayor Adulto Entre 70-79 Años,17
Guainía,Mapiripana,94663,Adulto,12
Cundinamarca,Apulo,25599,Mayor Mayor Entre 80-89 Años,1
Cauca,Rosas,19622,Mayor Mayor Entre 80-89 Años,2
Amazonas,El Encanto,91263,Mayor Adulto Entre 70-79 Años,1
Sucre,Guaranda,70265,Mayor Adulto Entre 70-79 Años,7
La Guajira,Hatonuevo,44378,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,Venecia,25506,Adulto,27
Huila,Aipe,41016,Mayor Mayor Entre 80-89 Años,4
Cundinamarca,Sutatausa,25781,Mayor Adulto Entre 70-79 Años,1
Sucre,Santiago De Tolú,70820,Mayor Joven Entre 60-69 Años,13
Santander,Landázuri,68385,Mayor Adulto Entre 70-79 Años,13
Quindío,Montenegro,63470,Mayor Joven Entre 60-69 Años,2
Chocó,Río Quito,27600,Mayor Mayor Entre 80-89 Años,1
Valle Del Cauca,Buenaventura,76109,NoReporta,3
Bolívar,Calamar,13140,Mayor Adulto Entre 70-79 Años,23
Magdalena,Nueva Granada,47460,Mayor Adulto Entre 70-79 Años,5
Putumayo,Villa Garzón,86885,Adulto Joven,7
Cundinamarca,Puerto Salgar,25572,Adulto,14
Cesar,La Jagua De Ibirico,20400,Centenario,3
Santander,Cimitarra,68190,Nonagenario,10
Bolívar,Mahates,13433,Mayor Joven Entre 60-69 Años,10
Córdoba,Planeta Rica,23555,Adulto Joven,1
Chocó,Juradó,27372,Mayor Adulto Entre 70-79 Años,6
Huila,Timaná,41807,Mayor Mayor Entre 80-89 Años,1
Valle Del Cauca,Ansermanuevo,76041,Mayor Adulto Entre 70-79 Años,1
Chocó,El Litoral Del San Juan,27250,Mayor Mayor Entre 80-89 Años,4
Nariño,Consaca,52207,Mayor Mayor Entre 80-89 Años,2
Norte Santander,Teorama,54800,Nonagenario,4
Bolívar,Simití,13744,NoReporta,4
Antioquia,San Pedro de Urabá,05665,Centenario,5
Magdalena,Algarrobo,47030,Adulto,11
Cauca,Popayán,19001,Adulto Joven,2
Cundinamarca,Caqueza,25151,Mayor Joven Entre 60-69 Años,3
Córdoba,San Antero,23672,Mayor Adulto Entre 70-79 Años,1
Antioquia,Tarazá,05790,Adolescencia,1
Cundinamarca,Cajicá,25126,Mayor Adulto Entre 70-79 Años,0
Antioquia,Caramanta,05145,Mayor Adulto Entre 70-79 Años,7
Santander,Santa Helena Del Opón,68720,Mayor Adulto Entre 70-79 Años,3
Santander,Matanza,68444,Adulto,20
Cundinamarca,Guataquí,25324,Mayor Adulto Entre 70-79 Años,3
Chocó,Riosucio,27615,NoReporta,35
Cesar,Chimichagua,20175,Nonagenario,10
Antioquia,Abriaquí,05004,Mayor Joven Entre 60-69 Años,6
Cauca,Guachené,19300,Mayor Adulto Entre 70-79 Años,1
Cundinamarca,Chipaque,25178,Mayor Mayor Entre 80-89 Años,1
Huila,Hobo,41349,Mayor Adulto Entre 70-79 Años,1
Antioquia,MEDELLÍN,05001,Adolescencia,1
Nariño,Mosquera,52473,Mayor Mayor Entre 80-89 Años,3
Cauca,San Sebastián,19693,Mayor Mayor Entre 80-89 Años,1
Antioquia,Vigía Del Fuerte,05873,Mayor Adulto Entre 70-79 Años,2
Meta,Cabuyaro,50124,Nonagenario,3
Antioquia,Titiribí,05809,Mayor Joven Entre 60-69 Años,1
Nariño,Ricaurte,52612,Adulto,37
Casanare,Paz De Ariporo,85250,Mayor Mayor Entre 80-89 Años,8
Santander,Jesús María,68368,Mayor Mayor Entre 80-89 Años,1
Bolívar,Villanueva,13873,Nonagenario,3
Tolima,Piedras,73547,Mayor Joven Entre 60-69 Años,1
Santander,California,68132,Mayor Joven Entre 60-69 Años,2
Cauca,Timbío,19807,Adulto,87
Norte Santander,Ocaña,54498,Nonagenario,7
Caquetá,Solita,18785,Nonagenario,2
Antioquia,Amagá,05030,Mayor Adulto Entre 70-79 Años,4
Nariño,Mosquera,52473,Adulto,28
Caldas,Villamaría,17873,Adulto,3
Caquetá,Solita,18785,Adulto Joven,3
Antioquia,Sonsón,05756,Adulto Joven,4
Cauca,Toribio,19821,Mayor Adulto Entre 70-79 Años,7
Nariño,San Lorenzo,52687,Mayor Mayor Entre 80-89 Años,1
Caldas,Pácora,17513,Mayor Adulto Entre 70-79 Años,16
Huila,Teruel,41801,Mayor Mayor Entre 80-89 Años,1
Santander,Mogotes,68464,Mayor Adulto Entre 70-79 Años,6
Bolívar,Arenal,13042,Mayor Joven Entre 60-69 Años,13
Meta,Barranca De Upía,50110,Adulto,19
Bolívar,Soplaviento,13760,Mayor Joven Entre 60-69 Años,1
Nariño,Colón,52203,Mayor Adulto Entre 70-79 Años,2
Bolívar,Santa Rosa,13683,Mayor Adulto Entre 70-79 Años,4
Cundinamarca,Pasca,25535,Adulto,8
Santander,Encino,68264,Mayor Adulto Entre 70-79 Años,1
Vaupés,Mitú,97001,Adulto,29
Meta,Vistahermosa,50711,Mayor Mayor Entre 80-89 Años,81
Casanare,Sácama,85315,Mayor Mayor Entre 80-89 Años,3
Vaupés,Carurú,97161,Mayor Mayor Entre 80-89 Años,4
Quindío,Calarcá,63130,Mayor Mayor Entre 80-89 Años,1
Antioquia,Frontino,05284,Mayor Mayor Entre 80-89 Años,14
Casanare,Tauramena,85410,Adulto Joven,4
Cauca,Padilla,19513,Mayor Joven Entre 60-69 Años,2
Sucre,San Juan De Betulia,70702,Mayor Adulto Entre 70-79 Años,5
Córdoba,Planeta Rica,23555,Mayor Mayor Entre 80-89 Años,5
Antioquia,Támesis,05789,Mayor Adulto Entre 70-79 Años,7
Antioquia,Itaguí,05360,NoReporta,1
Vaupés,Carurú,97161,Mayor Joven Entre 60-69 Años,13
Antioquia,Santafé De Antioquia,05042,Adulto,9
Casanare,Sácama,85315,Mayor Adulto Entre 70-79 Años,1
Magdalena,San Sebastián De Buenavista,47692,Mayor Mayor Entre 80-89 Años,5
Antioquia,Uramita,05842,Mayor Joven Entre 60-69 Años,7
Chocó,Unión Panamericana,27810,Mayor Joven Entre 60-69 Años,3
Valle Del Cauca,Cali,76001,Adulto Joven,2
Santander,Hato,68344,Mayor Joven Entre 60-69 Años,5
Cundinamarca,Gama,25299,Mayor Joven Entre 60-69 Años,1
Meta,Puerto Gaitán,50568,NoReporta,10
Antioquia,Murindó,05475,Mayor Joven Entre 60-69 Años,4
Boyacá,Chita,15183,Mayor Joven Entre 60-69 Años,3
Antioquia,Amalfi,05031,Mayor Adulto Entre 70-79 Años,31
Cundinamarca,Uutica,25851,Mayor Mayor Entre 80-89 Años,1
Bolívar,Cantagallo,13160,Adulto Joven,1
Tolima,Alvarado,73026,Mayor Mayor Entre 80-89 Años,3
Tolima,Roncesvalles,73622,Nonagenario,2
Nariño,El Charco,52250,Mayor Mayor Entre 80-89 Años,12
Antioquia,Campamento,05134,Mayor Joven Entre 60-69 Años,14
Norte Santander,La Esperanza,54385,Mayor Mayor Entre 80-89 Años,14
Nariño,Taminango,52786,Mayor Joven Entre 60-69 Años,3
Antioquia,El Santuario,05697,Mayor Adulto Entre 70-79 Años,3
La Guajira,Urumita,44855,Mayor Mayor Entre 80-89 Años,5
Cundinamarca,Nimaima,25489,Mayor Adulto Entre 70-79 Años,3
Casanare,Sácama,85315,Adulto,8
Santander,San Joaquín,68682,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,Gutiérrez,25339,Mayor Joven Entre 60-69 Años,3
Santander,Confines,68209,Mayor Joven Entre 60-69 Años,1
Córdoba,Chimá,23168,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,San Cayetano,25653,Mayor Adulto Entre 70-79 Años,1
Casanare,Trinidad,85430,Adulto,32
Huila,Gigante,41306,Mayor Adulto Entre 70-79 Años,29
Arauca,Tame,81794,NoReporta,6
Quindío,Quimbaya,63594,Mayor Joven Entre 60-69 Años,1
Magdalena,Zapayán,47960,Mayor Mayor Entre 80-89 Años,4
Boyacá,San Mateo,15673,Mayor Adulto Entre 70-79 Años,1
Antioquia,Dabeiba,05234,Centenario,5
Santander,Guavatá,68324,Mayor Joven Entre 60-69 Años,1
Caldas,Neira,17486,Mayor Joven Entre 60-69 Años,2
Nariño,Chachagüí,52240,Mayor Joven Entre 60-69 Años,2
Tolima,Espinal,73268,Mayor Adulto Entre 70-79 Años,2
Santander,Albania,68020,Mayor Joven Entre 60-69 Años,7
Boyacá,Guayatá,15325,Mayor Joven Entre 60-69 Años,2
Cundinamarca,Tocancipá,25817,Mayor Mayor Entre 80-89 Años,1
Bolívar,San Jacinto,13654,NoReporta,21
Meta,Acacías,50006,Mayor Mayor Entre 80-89 Años,49
Antioquia,Guarne,05318,NoReporta,4
Cundinamarca,Zipaquirá,25899,Mayor Joven Entre 60-69 Años,1
